"施設名称","所在地","施設名かな","カテゴリ","分類","TEL","FAX","URL","URL2","バリアフリー情報","詳細情報","備考","経度","緯度","分類"
"中島交番","大阪市西淀川区中島1丁目10番13号","なかじまこうばん","警察・消防","交番","","","","","","","","135.430549600001","34.7037361000006","交番"
"佃交番","大阪市西淀川区佃2丁目10番3号","つくだこうばん","警察・消防","交番","","","","","","","","135.445053200001","34.7128921000006","交番"
"姫島駅前交番","大阪市西淀川区姫里4丁目1番25号","ひめじまえきまえこうばん","警察・消防","交番","","","","","","","","135.457342100001","34.7048638000005","交番"
"福大野交番","大阪市西淀川区福町2丁目4番47号","ふくおおのこうばん","警察・消防","交番","","","","","","","","135.441411000001","34.6992078000006","交番"
"野里交番","大阪市西淀川区野里2丁目3番1号","のざとこうばん","警察・消防","交番","","","","","","","","135.460689300001","34.7078750000005","交番"
"西淀川消防署","大阪市西淀川区御幣島1-10-20","にしよどがわしょうぼうしょ","警察・消防","消防施設","06-6472-0119","06-6472-0533","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.456770000001","34.7139900000005","消防施設"
"西淀川消防署大和田出張所","大阪市西淀川区大和田2-4-43","にしよどがわしょうぼうしょ　おおわだしゅっちょうしょ","警察・消防","消防施設","06-6473-0119","06-6473-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.442360000001","34.7042500000006","消防施設"
"西淀川消防署竹島出張所","大阪市西淀川区竹島2-4-4","にしよどがわしょうぼうしょ　たけしましゅっちょうしょ","警察・消防","消防施設","06-6475-0119","06-6475-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.453110000001","34.7246900000005","消防施設"
"西淀川消防署佃出張所","大阪市西淀川区佃4-5-2","にしよどがわしょうぼうしょ　つくだしゅっちょうしょ","警察・消防","消防施設","06-6471-0119","06-6471-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.438860000001","34.7114400000006","消防施設"
"大正警察署","大阪市大正区小林東3-4-21","たいしょうけいさつしょ","警察・消防","警察署","06-6555-1234","","http://www.police.pref.osaka.jp/04shikumi/ps/109taisho_1.html","","","","","135.471349800001","34.6472640000004","警察署"
"大正消防署","大阪市大正区小林東3-5-16","たいしょうしょうぼうしょ","警察・消防","消防施設","06-6552-0119","06-6552-4099","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.471210000001","34.6462400000004","消防施設"
"鶴見消防署","大阪市鶴見区横堤5-5-45","つるみしょうぼうしょ","警察・消防","消防施設","06-6912-0119","06-6912-6043","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.57431","34.7050496500002","消防施設"
"鶴見警察署","大阪市鶴見区諸口6-1-1","つるみけいさつしょ","警察・消防","警察署","06-6913-1234","","http://www.police.pref.osaka.jp/04shikumi/ps/127tsurumi_1.html","","","防犯・交通","","135.5748","34.7040312000002","警察署"
"放出大橋交番","大阪市鶴見区放出東1-18-2","はなてんおおはしこうばん","警察・消防","交番","","","","","","","","135.5643066","34.6958448000002","交番"
"今津交番","大阪市鶴見区今津中3-5-34","いまづこうばん","警察・消防","交番","","","","","","","","135.5732059","34.6921001000002","交番"
"放出駅前交番","大阪市鶴見区放出東3-21-52","はなてんえきまえこうばん","警察・消防","交番","","","","","","","","135.5636409","34.6882902000002","交番"
"緑交番","大阪市鶴見区緑2-１-33","みどりこうばん","警察・消防","交番","","","","","","","","135.562567","34.7090189000002","交番"
"茨田交番","大阪市鶴見区浜2-1-41","まったこうばん","警察・消防","交番","","","","","","","","135.5824476","34.7049661000002","交番"
"茨田南交番","大阪市鶴見区徳庵1-1-8","まったみなみこうばん","警察・消防","交番","","","","","","","","135.5785716","34.6978895000002","交番"
"茨田北交番","大阪市鶴見区浜4-7-29","まったきたこうばん","警察・消防","交番","","","","","","","","135.586203","34.7110390000002","交番"
"鶴見消防署今津出張所","大阪市鶴見区今津南1-8-12","つるみしょうぼうしょ　いまずしゅっちょうしょ","警察・消防","消防施設","06-6962-0119","06-6962-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.56758","34.6882800000002","消防施設"
"鶴見消防署茨田出張所","大阪市鶴見区諸口5浜12-11","つるみしょうぼうしょ　まったしゅっちょうしょ","警察・消防","消防施設","06-6913-0119","06-6913-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.585628","34.7048597100002","消防施設"
"天王寺消防署","大阪市天王寺区上本町8-5-10","てんのうじしょうぼうしょ","警察・消防","消防施設","06-6771-0119","06-6771-3293","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.51859","34.6598400000003","消防施設"
"天王寺警察署","大阪市天王寺区六万体町5-8","てんのうじけいさつしょ","警察・消防","警察署","06-6773-1234","","https://www.police.pref.osaka.lg.jp/sogo/keisatsusyo/4/6403.html","","","","","135.5150968","34.6575530000003","警察署"
"関目交番","大阪市城東区関目5-1-4","せきめこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5466385","34.7124734000002","交番"
"関目南交番","大阪市城東区関目2-4-32","せきめみなみこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.550057","34.7069748000002","交番"
"野江交番","大阪市城東区野江1-7-16","のえこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5389363","34.7025442000003","交番"
"今福交番","大阪市城東区今福南2-23-1","いまふくこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5494352","34.6981665000002","交番"
"鴫野西交番","大阪市城東区鴫野西2-11-1","しぎのにしこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5380827","34.6929188000003","交番"
"鴫野東交番","大阪市城東区鴫野東3-13-7","しぎのひがしこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5475467","34.6907938000003","交番"
"中浜交番","大阪市城東区中浜2-12-41","なかはまこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5430387","34.6858940000003","交番"
"諏訪交番","大阪市城東区永田3-3-33","すわこうばん","警察・消防","交番","","","http://www.police.pref.osaka.jp/04shikumi/koban/kobanmap/c_joto_1.html","","","","","135.5572283","34.6817078000002","交番"
"大阪府警察本部／関目別館","大阪市城東区関目6-15-4","おおさかふけいさつほんぶ／せきめべっかん","警察・消防","交番","06-6933-8600","","","","","","","135.5532391","34.7140809000002","交番"
"城東消防署放出出張所","大阪市城東区放出西1-1-17","じょうとうしょうぼうしょ　はなてんしゅっちょうしょ","警察・消防","消防施設","06-6967-0119","06-6932-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.55287","34.6953500000002","消防施設"
"城東消防署中浜出張所","大阪市城東区東中浜2-1-19","じょうとうしょうぼうしょ　なかはましゅっちょうしょ","警察・消防","消防施設","06-6968-0119","06-6968-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.54564","34.6859600000002","消防施設"
"城東消防署関目出張所","大阪市城東区成育4-7-18","じょうとうしょうぼうしょ　せきめしゅっちょうしょ","警察・消防","消防施設","06-6932-0119","06-6932-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.54227","34.7124300000002","消防施設"
"生野消防署","大阪市生野区舎利寺1-13-8","いくのしょうぼうしょ","警察・消防","消防施設","06-6731-0119","06-6731-7044","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5399873","34.6504325400003","消防施設"
"生野警察署","大阪市生野区勝山北3丁目14番12号","いくのけいさつしょ","警察・消防","警察署","06-6712-1234","","http://www.info.police.pref.osaka.jp/ps/ikuno/index.html","","","","","135.5344142","34.6545282000003","警察署"
"消防局庁舎","大阪市西区九条南1-12-54","しょうぼうきょくちょうしゃ","警察・消防","消防施設","06-6582-2854","06-6582-2864","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.473757800001","34.6701427000004","消防施設"
"西警察署","大阪市西区川口2-6-3","にしけいさつしょ","警察・消防","警察署","06-6583-1234","","http://www.police.pref.osaka.jp/04shikumi/ps/107nishi_1.html","","","(防犯・交通安全等","","135.481244300001","34.6820170000004","警察署"
"靱交番","大阪市西区靱本町2-1-14","うつぼこうばん","警察・消防","交番","","","","","","","","135.492564400001","34.6844299000004","交番"
"西本町交番","大阪市西区西本町1-1-14","にしほんまちこうばん","警察・消防","交番","","","","","","","","135.4979563","34.6821935000004","交番"
"立売堀交番","大阪市西区立売堀6-7-1","いたちぼりこうばん","警察・消防","交番","","","","","","","","135.484550300001","34.6804609000004","交番"
"新町交番","大阪市西区新町4-5-10","しんまちこうばん","警察・消防","交番","","","","","","","","135.486357900001","34.6760939000004","交番"
"九条交番","大阪市西区九条2-5-1","くじょうこうばん","警察・消防","交番","","","","","","","","135.473771900001","34.6755221000004","交番"
"松島交番","大阪市西区九条1-1-3","まつしまこうばん","警察・消防","交番","","","","","","","","135.478308100001","34.6758501000004","交番"
"堀江交番","大阪市西区南堀江1-13-30","ほりえこうばん","警察・消防","交番","","","","","","","","135.495109800001","34.6724347000004","交番"
"西成消防署","大阪市西成区岸里1-4-26","にしなりしょうぼうしょ","警察・消防","消防施設","06-6653-0119","06-6653-2119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.494550000001","34.6357700000004","消防施設"
"西成警察署","大阪市西成区萩之茶屋2丁目4番2号","にしなりけいさつしょ","警察・消防","警察署","06-6648-1234","","http://www.police.pref.osaka.jp/04shikumi/ps/125nishinari_1.html","","","","","135.5011081","34.6459892000004","警察署"
"天下茶屋交番","大阪市西成区岸里1丁目1番5号","てんがちゃやこうばん","警察・消防","交番","","","","","","","","135.496800200001","34.6370831000004","交番"
"天下茶屋北交番","大阪市西成区天下茶屋1丁目17番6号","てんがちゃやきたこうばん","警察・消防","交番","","","","","","","","135.5003609","34.6421861000004","交番"
"岸里南交番","大阪市西成区岸里3丁目4番16号","きしのさとみなみこうばん","警察・消防","交番","","","","","","","","135.4928187","34.6307949700004","交番"
"玉出交番","大阪市西成区玉出中1丁目16番3号","たまでこうばん","警察・消防","交番","","","","","","","","135.493878200001","34.6266780000004","交番"
"鶴見橋交番","大阪市西成区鶴見橋3丁目9番18号","つるみばしこうばん","警察・消防","交番","","","","","","","","135.486322200001","34.6460501000004","交番"
"南開交番","大阪市西成区南開1丁目7番15号","みなみひらきこうばん","警察・消防","交番","","","","","","","","135.490471800001","34.6508441000004","交番"
"千本交番","大阪市西成区千本南2丁目14番32号","せんぼんこうばん","警察・消防","交番","","","","","","","","135.486483300001","34.6304220000004","交番"
"中津守交番","大阪市西成区津守3丁目1-67","なかつもりこうばん","警察・消防","交番","","","","","","","","135.484142000001","34.6408639000004","交番"
"太子交番","大阪市西成区太子1丁目4番2号","たいしこうばん","警察・消防","交番","","","","","","","","135.5031359","34.6485787400004","交番"
"北門交番","大阪市西成区山王1丁目11番2号","きたかどこうばん","警察・消防","交番","","","","","","","","135.5066078","34.6475311000003","交番"
"飛田交番","大阪市西成区山王3丁目19番12号","とびたこうばん","警察・消防","交番","","","","","","","","135.5033527","34.6440534900004","交番"
"萩之茶屋交番","大阪市西成区花園北1丁目8番1号","はぎのちゃやこうばん","警察・消防","交番","","","","","","","","135.4996747","34.6492751700004","交番"
"城東消防署","大阪市城東区中央3-4-20","じょうとうしょうぼうしょ","警察・消防","消防施設","06-6931-0119","06-6931-0072","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.54583","34.7027382400003","消防施設"
"北消防署浮田出張所","大阪市北区浮田2-6-29","きたしょうぼうしょ　うきたしゅっちょうしょ","警察・消防","消防施設","06-6371-0119","06-6371-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5077998","34.7093168000003","消防施設"
"北消防署大淀町出張所","大阪市北区大淀北1-4-37","きたしょうぼうしょ　おおよどちょうしゅっちょうしょ","警察・消防","消防施設","06-6454-0119","06-6454-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.487206800001","34.7079685200004","消防施設"
"北消防署与力出張所","大阪市北区同心1-5-15","きたしょうぼうしょ　よりきしゅっちょうしょ","警察・消防","消防施設","06-6358-0119","06-6358-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5148631","34.7008739400003","消防施設"
"北消防署本庄出張所","大阪市北区本庄西2-8-18","きたしょうぼうしょ　ほんじょうしゅっちょうしょ","警察・消防","消防施設","06-6374-0119","06-6374-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.50626","34.7144700000003","消防施設"
"住之江消防署平林出張所","大阪市住之江区平林南2-12-66","すみのえしょうぼうしょ　ひらばやししゅっちょうしょ","警察・消防","消防施設","06-4702-0119","06-4702-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.447276100001","34.6134356000006","消防施設"
"住之江消防署加賀屋出張所","大阪市住之江区中加賀屋1-1-28","すみのえしょうぼうしょ　かがやしゅっちょうしょ","警察・消防","消防施設","06-6684-0119","06-6684-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.481840000001","34.6214900000004","消防施設"
"住之江消防署南港出張所","大阪市住之江区南港中1-1-53","すみのえしょうぼうしょ　なんこうしゅっちょうしょ","警察・消防","消防施設","06-6613-0119","06-6613-0120","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.431441800001","34.6248897300006","消防施設"
"生野消防署勝山出張所","大阪市生野区勝山北3-14-10","いくのしょうぼうしょ　かつやましゅっちょうしょ","警察・消防","消防施設","06-6741-0119","06-6741-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.53448","34.6544000000003","消防施設"
"生野消防署中川出張所","大阪市生野区新今里5-13-5","いくのしょうぼうしょ　なかがわしゅっちょうしょ","警察・消防","消防施設","06-6751-0119","06-6751-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.54895","34.6590800000002","消防施設"
"生野消防署巽出張所","大阪市生野区巽東1-10-32","いくのしょうぼうしょ　たつみしゅっちょうしょ","警察・消防","消防施設","06-6753-0119","06-6753-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.55473","34.6496000000002","消防施設"
"西消防署新町出張所","大阪市西区新町1-6-12","にししょうぼうしょ　しんまちしゅっちょうしょ","警察・消防","消防施設","06-6536-0119","06-6536-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.49651","34.6761400000004","消防施設"
"西消防署江戸堀出張所","大阪市西区江戸堀1-24-18","にししょうぼうしょ　えどぼりしゅっちょうしょ","警察・消防","消防施設","06-6449-0119","06-6449-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.492360000001","34.6889700000004","消防施設"
"西成消防署海道出張所","大阪市西成区萩之茶屋3-1-12","にしなりしょうぼうしょ　かいどうしゅっちょうしょ","警察・消防","消防施設","06-6648-0119","06-6648-1097","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.50174","34.6451000000004","消防施設"
"西成消防署津守出張所","大阪市西成区津守2-1-31","にしなりしょうぼうしょ　つもりしゅっちょうしょ","警察・消防","消防施設","06-6561-0119","06-6561-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.484268700001","34.6428841000004","消防施設"
"大正消防署泉尾出張所","大阪市大正区泉尾1-26-4","たいしょうしょうぼうしょ　いずおしゅっちょうしょ","警察・消防","消防施設","06-6555-0119","06-6633-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.475430000001","34.6613100000004","消防施設"
"大正消防署鶴町出張所","大阪市大正区鶴町3-14-1","たいしょうしょうぼうしょ　つるまちしゅっちょうしょ","警察・消防","消防施設","06-6551-0119","06-6551-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.455610000001","34.6401100000005","消防施設"
"天王寺消防署元町出張所","大阪市天王寺区大道2－9－17","てんのうじしょうぼうしょ　もとまちしゅっちょうしょ","警察・消防","消防施設","06-6772-0119","06-6772-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5185481","34.6522133000003","消防施設"
"東成消防署中本出張所","大阪市東成区東中本2-1-9","ひがしなりしょうぼうしょ　なかもとしゅっちょうしょ","警察・消防","消防施設","06-6974-0119","06-6974-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5450341","34.6799039600002","消防施設"
"東成消防署深江出張所","大阪市東成区深江北1-13-7","ひがしなりしょうぼうしょ　ふかえしゅっちょうしょ","警察・消防","消防施設","06-6981-0119","06-6981-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.55721","34.6747100000002","消防施設"
"福島消防署上福島出張所","大阪市福島区福島4-5-32","ふくしましょうぼうしょ　かみふくしましゅっちょうしょ","警察・消防","消防施設","06-6441-0119","06-6441-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.482057300001","34.6934854200004","消防施設"
"福島消防署海老江出張所","大阪市福島区海老江6-2-27","ふくしましょうぼうしょ　えびえしゅっちょうしょ","警察・消防","消防施設","06-6458-0119","06-6458-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.470830000001","34.6975735400004","消防施設"
"平野消防署加美出張所","大阪市平野区加美鞍作1-9-8","ひらのしょうぼうしょ　かみしゅっちょうしょ","警察・消防","消防施設","06-6791-0119","06-6791-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5651276","34.6258532300002","消防施設"
"平野消防署長吉出張所","大阪市平野区長吉長原2-1-4","ひらのしょうぼうしょ　ながよししゅっちょうしょ","警察・消防","消防施設","06-6707-0119","06-6707-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.56801","34.6058900000002","消防施設"
"平野消防署喜連出張所","大阪市平野区喜連西6-2-52","ひらのしょうぼうしょ　きれしゅっちょうしょ","警察・消防","消防施設","06-6703-0119","06-6703-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.5478665","34.6099187100003","消防施設"
"平野消防署加美正覚寺出張所","大阪市平野区加美正覚寺1-7-2","ひらのしょうぼうしょ　かみしょうかくじしゅっちょうしょ","警察・消防","消防施設","06-6794-0119","06-6794-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.55927","34.6332400000002","消防施設"
"浪速消防署恵美須出張所","大阪市浪速区日本橋5-5-10","なにわしょうぼうしょ　えびすしゅっちょうしょ","警察・消防","消防施設","06-6633-0119","06-6633-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.50595","34.6548500000004","消防施設"
"浪速消防署立葉出張所","大阪市浪速区桜川2-14-12","なにわしょうぼうしょ　たてばしゅっちょうしょ","警察・消防","消防施設","06-6562-0119","06-6562-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.489011100001","34.6637352800004","消防施設"
"浪速消防署浪速出張所","大阪市浪速区浪速東3-11-19","なにわしょうぼうしょ　なにわしゅっちょうしょ","警察・消防","消防施設","06-6567-0119","06-6567-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.488190000001","34.6548215000004","消防施設"
"港消防署田中出張所","大阪市港区田中2-14-11","みなとしょうぼうしょ　たなかしゅっちょうしょ","警察・消防","消防施設","06-4395-0119","06-4395-0119","https://www.city.osaka.lg.jp/shobo/page/0000018935.html","","","","","135.449400000001","34.6625200000005","消防施設"
"千鳥橋交番","大阪市此花区四貫島一丁目1番1号","ちどりばしこうばん","警察・消防","交番","","","","","","","","135.458500300001","34.6852081000005","交番"
"伝法交番","大阪市此花区伝法三丁目14番13号","でんぽうこうばん","警察・消防","交番","","","","","","","","135.450613500001","34.6885609000005","交番"
"酉島交番","大阪市此花区酉島五丁目7番27号","とりしまこうばん","警察・消防","交番","","","","","","","","135.436754100001","34.6824709000006","交番"
"西九条駅前交番","大阪市此花区西九条一丁目33番15号","にしくじょうえきまえこうばん","警察・消防","交番","","","","","","","","135.466651800001","34.6818815000005","交番"
"ユニバーサルスタジオ前交番","大阪市此花区島屋五丁目1番161号","ゆにばーさるすたじおまえこうばん","警察・消防","交番","","","","","","","","135.437100400001","34.6689191000006","交番"
"粉浜交番","大阪市住之江区粉浜一丁目25番4号","こはまこうばん","警察・消防","交番","","","","","","","","135.490582300001","34.6188943000004","交番"
"住之江駅前交番","大阪市住之江区西住之江一丁目1番43号","すみのええきまえこうばん","警察・消防","交番","","","","","","","","135.486180100001","34.6044839000004","交番"
"住吉公園前交番","大阪市住之江区浜口東一丁目1番13号","すみよしこうえんまえこうばん","警察・消防","交番","","","","","","","","135.490034500001","34.6126480000004","交番"
"中加賀屋交番","大阪市住之江区中加賀屋一丁目5番10号","なかかがやこうばん","警察・消防","交番","","","","","","","","135.482031900001","34.6189893000004","交番"
"南港コスモ交番","大阪市住之江区南港北一丁目31番14号","なんこうこすもこうばん","警察・消防","交番","","","","","","","","135.413556700001","34.6423501000007","交番"
"南港中央交番","大阪市住之江区南港中二丁目1番1号","なんこうちゅうおうこうばん","警察・消防","交番","","","","","","","","135.429501300001","34.6323209000006","交番"
"平林交番","大阪市住之江区平林南二丁目8番39号","ひらばやしこうばん","警察・消防","交番","","","","","","","","135.455779700001","34.6110832000005","交番"
"生野西交番","大阪市生野区生野西四丁目14番13号","いくのにしこうばん","警察・消防","交番","","","","","","","","135.5266548","34.6473501000003","交番"
"生野東交番","大阪市生野区生野東四丁目1番49号","いくのひがしこうばん","警察・消防","交番","","","","","","","","135.5333632","34.6461880000003","交番"
"今里公園前交番","大阪市生野区新今里二丁目12番17号","いまざとこうえんまえこうばん","警察・消防","交番","","","","","","","","135.5468669","34.6623031000002","交番"
"巽西交番","大阪市生野区巽西一丁目8番16号","たつみにしこうばん","警察・消防","交番","","","","","","","","135.547065","34.6532886000002","交番"
"巽東交番","大阪市生野区巽中三丁目16番15号","たつみひがしこうばん","警察・消防","交番","","","","","","","","135.5538778","34.6476848000002","交番"
"巽南交番","大阪市生野区巽南三丁目7番9号","たつみみなみこうばん","警察・消防","交番","","","","","","","","135.5505576","34.6425197000002","交番"
"鶴橋交番","大阪市生野区鶴橋三丁目3番26号","つるはしこうばん","警察・消防","交番","","","","","","","","135.5341878","34.6648751000003","交番"
"林寺交番","大阪市生野区林寺六丁目6番7号","はやしでらこうばん","警察・消防","交番","","","","","","","","135.5387625","34.6424865000003","交番"
"腹見交番","大阪市生野区小路東五丁目21番7号","はらみこうばん","警察・消防","交番","","","","","","","","135.561584","34.6569689000002","交番"
"桃谷交番","大阪市生野区桃谷三丁目22番19号","ももだにこうばん","警察・消防","交番","","","","","","","","135.5347571","34.6579010000003","交番"
"泉尾交番","大阪市大正区泉尾三丁目19番18号","いずみおこうばん","警察・消防","交番","","","","","","","","135.470748100001","34.6581719000005","交番"
"大浪橋交番","大阪市大正区三軒家東二丁目3番21号","おおなみばしこうばん","警察・消防","交番","","","","","","","","135.479665000001","34.6631162000004","交番"
"千島交番","大阪市大正区千島三丁目1番41号","ちしまこうばん","警察・消防","交番","","","","","","","","135.471809900001","34.6524879000004","交番"
"鶴町交番","大阪市大正区鶴町三丁目12番12号","つるまちこうばん","警察・消防","交番","","","","","","","","135.455300700001","34.6412194000005","交番"
"平尾交番","大阪市大正区平尾二丁目22番21号","ひらおこうばん","警察・消防","交番","","","","","","","","135.472937800001","34.6404740000004","交番"
"南恩加島交番","大阪市大正区南恩加島四丁目4番56号","みなみおかじまこうばん","警察・消防","交番","","","","","","","","135.468600300001","34.6337611000005","交番"
"神路交番","大阪市東成区神路二丁目9番40号","かみじこうばん","警察・消防","交番","","","","","","","","135.5541547","34.6743991000002","交番"
"新橋通交番","大阪市東成区大今里西三丁目18番19号","しんばしどおりこうばん","警察・消防","交番","","","","","","","","135.5416724","34.6655677000003","交番"
"新道橋交番","大阪市東成区神路三丁目13番33号","しんばしはしこうばん","警察・消防","交番","","","","","","","","135.5519435","34.6703380000002","交番"
"中道交番","大阪市東成区中道四丁目4番8号","なかみちこうばん","警察・消防","交番","","","","","","","","135.537987","34.6766472000003","交番"
"中本交番","大阪市東成区中本四丁目13番18号","なかもとこうばん","警察・消防","交番","","","","","","","","135.5408673","34.6743877000003","交番"
"東小橋交番","大阪市東成区東小橋三丁目12番15号","ひがしおばせこうばん","警察・消防","交番","","","","","","","","135.5326719","34.6663686000003","交番"
"弁天三丁目交番","大阪市港区弁天三丁目1番22号","べんてんさんちょうめこうばん","警察・消防","交番","","","","","","","","135.454934200001","34.6667229000005","交番"
"春日出交番","大阪市此花区春日出北三丁目3番28号","かすがでこうばん","警察・消防","交番","","","","","","","","135.445920300001","34.6791711000005","交番"
"高見交番","大阪市此花区高見一丁目5番17号","たかみこうばん","警察・消防","交番","","","","","","","","135.458394500001","34.6916292000005","交番"
"三国駅前交番","大阪市淀川区三国本町三丁目37番21号","みくにえきまえこうばん","警察・消防","交番","","","","","","","","135.483103100001","34.7380572000004","交番"
"野中交番","大阪市淀川区野中南二丁目1番24号","のなかこうばん","警察・消防","交番","","","","","","","","135.482671900001","34.7263751000004","交番"
"東三国交番","大阪市淀川区十八条一丁目8番8号","ひがしみくにこうばん","警察・消防","交番","","","","","","","","135.496507100001","34.7469510000004","交番"
"三国本町交番","大阪市淀川区三国本町三丁目8番13号","みくにほんまちこうばん","警察・消防","交番","","","","","","","","135.487718200001","34.7365129000004","交番"
"北加賀屋交番","大阪市住之江区北加賀屋五丁目3番15号","きたかがやこうばん","警察・消防","交番","","","","","","","","135.475645500001","34.6221651000004","交番"
"天神橋北交番","大阪市北区天神橋一丁目3番5号","てんじんばしきたこうばん","警察・消防","交番","","","","","","","","135.5120158","34.6923756000003","交番"
"瓜破警ら連絡所","大阪市平野区瓜破五丁目4番17号","うりわりけいられんらくじょ","警察・消防","交番","","","","","","","","135.5550541","34.6022069000002","交番"
"瓜破西交番","大阪市平野区瓜破西一丁目10番29号","うりわりにしこうばん","警察・消防","交番","","","","","","","","135.5466776","34.6072644000002","交番"
"加美北交番","大阪市平野区加美北八丁目9番11号","かみきたこうばん","警察・消防","交番","","","","","","","","135.563591","34.6355930000002","交番"
"加美交番","大阪市平野区加美鞍作一丁目2番29号","かみこうばん","警察・消防","交番","","","","","","","","135.5643861","34.6261990000002","交番"
"加美南交番","大阪市平野区加美南四丁目3番37号","かみみなみこうばん","警察・消防","交番","","","","","","","","135.5722883","34.6218191000002","交番"
"川辺交番","大阪市平野区長吉長原西三丁目10番17号","かわなべこうばん","警察・消防","交番","","","","","","","","135.5680923","34.5993221000002","交番"
"喜連交番","大阪市平野区喜連七丁目6番39号","きれこうばん","警察・消防","交番","","","","","","","","135.5554826","34.6110233000002","交番"
"長原警ら連絡所","大阪市平野区長吉長原東一丁目8番1号","ながはらけいられんらくじょ","警察・消防","交番","","","","","","","","135.5766487","34.6062533000002","交番"
"長吉六反交番","大阪市平野区長吉六反四丁目5番29号","ながよしろくたんこうばん","警察・消防","交番","","","","","","","","135.583665","34.6079712000002","交番"
"西喜連交番","大阪市平野区喜連西三丁目14番5号","にしきれこうばん","警察・消防","交番","","","","","","","","135.5440547","34.6126831000003","交番"
"平野駅前交番","大阪市平野区平野元町9番8号","ひらのえきまえこうばん","警察・消防","交番","","","","","","","","135.55129","34.6311201000002","交番"
"平野公園交番","大阪市平野区平野東二丁目11番5号","ひらのこうえんこうばん","警察・消防","交番","","","","","","","","135.5587058","34.6232880000002","交番"
